Player;Date;Day;Comp;Round;Venue;Result;Squad;Opponent;Start;Pos;Min;Gls;Ast;PK;PKatt;Sh;SoT;CrdY;CrdR;Touches;Tkl;Int;Blocks;xG;npxG;xAG;SCA;GCA;Cmp;Att;Cmp%;PrgP;Carries;PrgC;Succ;Match Report;SoTA;GA;Saves;Save%;CS;PSxG;PKA;PKsv;PKm;Att (GK);Thr;Launch%;AvgLen;Opp;Stp;Stp%;#OPA;AvgDist
Adrià Altimira;2024-05-20;Mon;La Liga 2;Matchweek 40;Home;D 2–2;Villarreal B;Albacete;Y;RB;90;0;0;0;0;1;0;0;0;;;0;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Oussama El Azzouzi;2024-05-20;Mon;Serie A;Matchweek 37;Home;D 3–3;Bologna;Juventus;N;DM;15;0;0;0;0;0;0;0;0;10;0;0;2;0.0;0.0;0.0;0;0;7;0;87.5;0;7;0;0;Match Report;;;;;;;;;;;;;;;;;;
Daniel Bandeira;2024-05-20;Mon;Serie A;Matchweek 37;Away;W 2–1;Hellas Verona;Salernitana;N;CM;10;0;0;0;0;0;0;0;0;9;0;0;0;0.0;0.0;0.0;0;0;6;0;66.7;1;5;0;0;Match Report;;;;;;;;;;;;;;;;;;
Toma Bašić;2024-05-20;Mon;Serie A;Matchweek 37;Home;L 1–2;Salernitana;Hellas Verona;Y;DM,CM;90;0;0;0;0;1;0;1;0;61;3;1;1;0.0;0.0;0.0;1;0;33;0;71.7;1;27;0;0;Match Report;;;;;;;;;;;;;;;;;;
Victor Bernth Kristiansen;2024-05-20;Mon;Serie A;Matchweek 37;Home;D 3–3;Bologna;Juventus;Y;LB;90;0;0;0;0;0;0;0;0;71;3;0;1;0.0;0.0;0.0;1;0;58;0;87.9;2;52;0;0;Match Report;;;;;;;;;;;;;;;;;;
Sam Beukema;2024-05-20;Mon;Serie A;Matchweek 37;Home;D 3–3;Bologna;Juventus;N;CB;16;0;0;0;0;0;0;0;0;15;0;0;1;0.0;0.0;0.0;0;0;11;0;91.7;0;5;0;0;Match Report;;;;;;;;;;;;;;;;;;
Erik Botheim;2024-05-20;Mon;Allsvenskan;Matchweek 10;Away;D 2–2;Malmö;Häcken;Y;FW;90;0;1;0;0;2;0;0;0;;;1;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Gleison Bremer;2024-05-20;Mon;Serie A;Matchweek 37;Away;D 3–3;Juventus;Bologna;Y;CB;90;0;0;0;0;1;0;1;0;57;1;0;2;0.0;0.0;0.0;1;0;48;0;90.6;5;45;0;0;Match Report;;;;;;;;;;;;;;;;;;
Dylan Bronn;2024-05-20;Mon;Super Lg;Championship group;Home;L 0–1;Servette FC;Young Boys;Y;CB;90;0;0;0;0;0;0;0;0;;;2;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Riccardo Calafiori;2024-05-20;Mon;Serie A;Matchweek 37;Home;D 3–3;Bologna;Juventus;Y;CB;74;2;0;0;0;2;2;0;0;68;2;1;1;0.7;0.7;0.0;1;0;62;2;100.0;1;50;0;2;Match Report;;;;;;;;;;;;;;;;;;
Andrea Cambiaso;2024-05-20;Mon;Serie A;Matchweek 37;Away;D 3–3;Juventus;Bologna;Y;WB;45;0;0;0;0;0;0;1;0;16;0;0;0;0.0;0.0;0.0;0;0;8;0;61.5;0;9;1;0;Match Report;;;;;;;;;;;;;;;;;;
Antonio Candreva;2024-05-20;Mon;Serie A;Matchweek 37;Home;L 1–2;Salernitana;Hellas Verona;N;AM;45;0;0;0;0;2;0;0;0;30;0;0;0;0.0;0.0;0.0;1;0;16;1;66.7;2;18;1;0;Match Report;;;;;;;;;;;;;;;;;;
Federico Chiesa;2024-05-20;Mon;Serie A;Matchweek 37;Away;D 3–3;Juventus;Bologna;Y;FW,RW;90;1;0;0;0;4;1;0;0;30;1;0;1;0.4;0.4;0.0;6;0;12;2;66.7;4;22;2;1;Match Report;;;;;;;;;;;;;;;;;;
Diego Coppola;2024-05-20;Mon;Serie A;Matchweek 37;Away;W 2–1;Hellas Verona;Salernitana;Y;CB;90;0;0;0;0;1;0;0;0;52;3;2;0;0.0;0.0;0.0;0;0;27;1;71.1;2;19;0;0;Match Report;;;;;;;;;;;;;;;;;;
Lassana Coulibaly;2024-05-20;Mon;Serie A;Matchweek 37;Home;L 1–2;Salernitana;Hellas Verona;Y;CM;45;0;0;0;0;0;0;0;0;21;1;0;0;0.0;0.0;0.0;0;0;11;1;68.8;1;9;0;0;Match Report;;;;;;;;;;;;;;;;;;
Juan David Cabal;2024-05-20;Mon;Serie A;Matchweek 37;Away;W 2–1;Hellas Verona;Salernitana;Y;LB;66;0;0;0;0;0;0;0;0;45;1;1;5;0.0;0.0;0.1;3;0;19;0;55.9;2;11;0;0;Match Report;;;;;;;;;;;;;;;;;;
Paweł Dawidowicz;2024-05-20;Mon;Serie A;Matchweek 37;Away;W 2–1;Hellas Verona;Salernitana;Y;CB;90;0;0;0;0;0;0;0;0;38;0;1;0;0.0;0.0;0.0;0;0;23;0;79.3;2;16;0;0;Match Report;;;;;;;;;;;;;;;;;;
Federico Di Francesco;2024-05-20;Mon;Serie B;Promotion play-offs — Semi-finals;Home;L 0–1;Palermo;Venezia;N;CM;1;0;0;0;0;0;0;0;0;5;0;0;0;0.0;0.0;0.0;0;0;3;0;75.0;0;3;1;0;Match Report;;;;;;;;;;;;;;;;;;
Ondrej Duda;2024-05-20;Mon;Serie A;Matchweek 37;Away;W 2–1;Hellas Verona;Salernitana;Y;DM,CM;90;0;0;0;0;0;0;1;0;62;1;0;3;0.0;0.0;0.2;3;0;41;1;74.5;5;32;0;1;Match Report;;;;;;;;;;;;;;;;;;
Giovanni Fabbian;2024-05-20;Mon;Serie A;Matchweek 37;Home;D 3–3;Bologna;Juventus;N;CM;21;0;0;0;0;0;0;0;0;7;0;0;0;0.0;0.0;0.0;0;0;5;1;83.3;0;4;0;0;Match Report;;;;;;;;;;;;;;;;;;
Nicolò Fagioli;2024-05-20;Mon;Serie A;Matchweek 37;Away;D 3–3;Juventus;Bologna;N;LM;20;0;0;0;0;0;0;1;0;11;1;0;0;0.0;0.0;0.0;1;0;10;0;100.0;1;7;0;0;Match Report;;;;;;;;;;;;;;;;;;
Federico Fazio;2024-05-20;Mon;Serie A;Matchweek 37;Home;L 1–2;Salernitana;Hellas Verona;Y*;CB;71;0;0;0;0;0;0;0;0;46;2;0;1;0.0;0.0;0.0;0;0;21;0;61.8;1;19;0;0;Match Report;;;;;;;;;;;;;;;;;;
Vincenzo Fiorillo;2024-05-20;Mon;Serie A;Matchweek 37;Home;L 1–2;Salernitana;Hellas Verona;Y;GK;90;;;;0;;;;;;;;;;;;;;7;12;31.8;;;;;Match Report;5;2;3;60.0;0;1.9;0;0;0;21;2;83.3;52.9;17;1;5.9;0;9.7
Michael Folorunsho;2024-05-20;Mon;Serie A;Matchweek 37;Away;W 2–1;Hellas Verona;Salernitana;Y;AM,FW;80;1;0;0;0;5;2;0;0;39;0;0;0;0.8;0.8;0.1;4;0;12;4;57.1;3;24;3;2;Match Report;;;;;;;;;;;;;;;;;;
Remo Freuler;2024-05-20;Mon;Serie A;Matchweek 37;Home;D 3–3;Bologna;Juventus;Y*;DM;75;0;0;0;0;1;1;0;0;77;6;1;1;0.4;0.4;0.0;2;1;66;0;95.7;8;47;1;0;Match Report;;;;;;;;;;;;;;;;;;
Gerardo Fusco;2024-05-20;Mon;Serie A;Matchweek 37;Home;L 1–2;Salernitana;Hellas Verona;N;FW;15;0;0;0;0;0;0;0;0;9;0;0;0;0.0;0.0;0.0;2;0;5;1;71.4;0;3;0;0;Match Report;;;;;;;;;;;;;;;;;;
Federico Gatti;2024-05-20;Mon;Serie A;Matchweek 37;Away;D 3–3;Juventus;Bologna;Y;CB;56;0;0;0;0;1;0;0;0;28;2;0;1;0.1;0.1;0.0;0;0;18;2;81.8;1;17;0;1;Match Report;;;;;;;;;;;;;;;;;;
Samuel Iling-Junior;2024-05-20;Mon;Serie A;Matchweek 37;Away;D 3–3;Juventus;Bologna;Y;WB,LB;90;0;0;0;0;0;0;0;0;42;3;1;1;0.0;0.0;0.1;3;0;20;5;76.9;1;19;1;3;Match Report;;;;;;;;;;;;;;;;;;
Grigoris Kastanos;2024-05-20;Mon;Serie A;Matchweek 37;Home;L 1–2;Salernitana;Hellas Verona;Y;AM,LW;82;0;0;0;0;0;0;0;0;36;1;0;1;0.0;0.0;0.0;1;0;19;1;65.5;4;15;0;0;Match Report;;;;;;;;;;;;;;;;;;
Darko Lazović;2024-05-20;Mon;Serie A;Matchweek 37;Away;W 2–1;Hellas Verona;Salernitana;Y*;LW,LB;89;0;1;0;0;1;0;0;0;52;2;2;0;0.0;0.0;1.1;6;1;28;0;59.6;4;28;5;0;Match Report;;;;;;;;;;;;;;;;;;
Manuel Locatelli;2024-05-20;Mon;Serie A;Matchweek 37;Away;D 3–3;Juventus;Bologna;Y;CM;90;0;0;0;0;2;0;0;0;49;3;0;2;0.1;0.1;0.0;2;1;36;2;90.0;5;26;1;1;Match Report;;;;;;;;;;;;;;;;;;
Jhon Lucumí;2024-05-20;Mon;Serie A;Matchweek 37;Home;D 3–3;Bologna;Juventus;Y;CB;90;0;0;0;0;0;0;0;0;76;0;1;1;0.0;0.0;0.0;1;0;69;1;94.5;1;53;0;1;Match Report;;;;;;;;;;;;;;;;;;
Giulio Maggiore;2024-05-20;Mon;Serie A;Matchweek 37;Home;L 1–2;Salernitana;Hellas Verona;N;DM;45;1;0;0;0;2;1;0;0;29;0;0;1;0.4;0.4;0.0;0;0;22;0;88.0;2;12;0;0;Match Report;;;;;;;;;;;;;;;;;;
Giangiacomo Magnani;2024-05-20;Mon;Serie A;Matchweek 37;Away;W 2–1;Hellas Verona;Salernitana;N;CB;24;0;0;0;0;0;0;0;0;14;0;1;0;0.0;0.0;0.0;0;0;8;0;80.0;0;7;0;0;Match Report;;;;;;;;;;;;;;;;;;
Kostas Manolas;2024-05-20;Mon;Serie A;Matchweek 37;Home;L 1–2;Salernitana;Hellas Verona;N;CB;19;0;0;0;0;1;0;0;0;22;0;0;0;0.1;0.1;0.0;2;0;17;0;89.5;0;13;0;0;Match Report;;;;;;;;;;;;;;;;;;
Eliot Matazo;2024-05-20;Mon;Pro League A;Champions play-offs;Away;L 0–1;Antwerp;Genk;N;CM,DM;21;0;0;0;0;0;0;0;0;10;1;0;0;0.0;0.0;0.0;1;0;6;2;75.0;1;11;0;2;Match Report;;;;;;;;;;;;;;;;;;
Arkadiusz Milik;2024-05-20;Mon;Serie A;Matchweek 37;Away;D 3–3;Juventus;Bologna;N;FW;27;1;0;0;0;1;1;0;0;12;0;1;0;0.1;0.1;0.0;1;0;8;1;88.9;0;6;0;0;Match Report;;;;;;;;;;;;;;;;;;
Jovan Milošević;2024-05-20;Mon;Super Lg;Championship group;Away;W 3–1;St. Gallen;FC Winterthur;Y;FW;73;0;0;0;0;1;1;0;0;;;0;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Fabio Miretti;2024-05-20;Mon;Serie A;Matchweek 37;Away;D 3–3;Juventus;Bologna;Y;CM;45;0;0;0;0;0;0;1;0;13;0;0;1;0.0;0.0;0.0;0;0;8;0;80.0;2;8;0;0;Match Report;;;;;;;;;;;;;;;;;;
Lorenzo Montipò;2024-05-20;Mon;Serie A;Matchweek 37;Away;W 2–1;Hellas Verona;Salernitana;Y;GK;90;;;;0;;;;;;;;;;;;;;9;4;40.9;;;;;Match Report;1;1;0;0.0;0;0.4;0;0;0;23;0;100.0;63.0;10;1;10.0;0;10.7
Joel Mvuka;2024-05-20;Mon;Super Lg;Championship group;Away;W 1–0;Young Boys;Servette FC;Y;RW;45;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Dan Ndoye;2024-05-20;Mon;Serie A;Matchweek 37;Home;D 3–3;Bologna;Juventus;Y;LM;90;0;0;0;0;2;1;0;0;43;0;1;3;0.1;0.1;0.1;3;0;22;2;78.6;2;29;2;1;Match Report;;;;;;;;;;;;;;;;;;
Jens Odgaard;2024-05-20;Mon;Serie A;Matchweek 37;Home;D 3–3;Bologna;Juventus;Y;RM;69;0;0;0;0;1;0;0;0;33;0;0;1;0.0;0.0;0.0;0;0;20;1;66.7;3;24;0;1;Match Report;;;;;;;;;;;;;;;;;;
Riccardo Orsolini;2024-05-20;Mon;Serie A;Matchweek 37;Home;D 3–3;Bologna;Juventus;N;RM;21;0;0;0;0;0;0;0;0;7;0;0;0;0.0;0.0;0.0;1;0;4;1;80.0;0;5;0;0;Match Report;;;;;;;;;;;;;;;;;;
Jens Petter Hauge;2024-05-20;Mon;Eliteserien;Matchweek 9;Away;L 0–1;Bodø/Glimt;HamKam;Y;AM;90;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Niccolò Pierozzi;2024-05-20;Mon;Serie A;Matchweek 37;Home;L 1–2;Salernitana;Hellas Verona;Y;CB;90;0;0;0;0;2;0;0;0;78;1;0;5;0.1;0.1;0.0;3;1;54;0;85.7;3;36;0;0;Match Report;;;;;;;;;;;;;;;;;;
Lorenzo Pirola;2024-05-20;Mon;Serie A;Matchweek 37;Home;L 1–2;Salernitana;Hellas Verona;Y;CB;45;0;0;0;0;0;0;0;0;20;1;0;0;0.0;0.0;0.0;0;0;11;0;73.3;0;6;0;0;Match Report;;;;;;;;;;;;;;;;;;
Stefan Posch;2024-05-20;Mon;Serie A;Matchweek 37;Home;D 3–3;Bologna;Juventus;Y;RB;90;0;0;0;0;0;0;0;0;92;3;0;1;0.0;0.0;0.0;0;0;73;2;88.0;4;59;1;1;Match Report;;;;;;;;;;;;;;;;;;
Adrien Rabiot;2024-05-20;Mon;Serie A;Matchweek 37;Away;D 3–3;Juventus;Bologna;Y;CM,LM;70;0;0;0;0;1;1;0;0;24;1;0;1;0.0;0.0;0.0;0;0;19;0;95.0;2;14;2;0;Match Report;;;;;;;;;;;;;;;;;;
Filippo Ranocchia;2024-05-20;Mon;Serie B;Promotion play-offs — Semi-finals;Home;L 0–1;Palermo;Venezia;Y;CM;89;0;0;0;0;3;0;0;0;61;0;0;0;0.2;0.2;0.2;4;0;35;2;66.0;9;34;3;0;Match Report;;;;;;;;;;;;;;;;;;
Alexis Saelemaekers;2024-05-20;Mon;Serie A;Matchweek 37;Home;D 3–3;Bologna;Juventus;N;FW;28;0;0;0;0;0;0;0;0;16;0;0;0;0.0;0.0;0.0;0;0;10;1;83.3;2;8;0;0;Match Report;;;;;;;;;;;;;;;;;;
Junior Sambia;2024-05-20;Mon;Serie A;Matchweek 37;Home;L 1–2;Salernitana;Hellas Verona;Y;LB,WB;90;0;0;0;0;0;0;1;0;65;0;1;1;0.0;0.0;0.0;1;0;42;2;77.8;3;33;1;0;Match Report;;;;;;;;;;;;;;;;;;
Suat Serdar;2024-05-20;Mon;Serie A;Matchweek 37;Away;W 2–1;Hellas Verona;Salernitana;Y;DM,CM;90;0;0;0;0;2;0;1;0;45;4;1;1;0.1;0.1;0.0;2;0;20;2;64.5;3;23;0;1;Match Report;;;;;;;;;;;;;;;;;;
Łukasz Skorupski;2024-05-20;Mon;Serie A;Matchweek 37;Home;D 3–3;Bologna;Juventus;Y;GK;90;;;;0;;;;;;;;;;;;;;2;7;20.0;;;;;Match Report;4;3;1;25.0;0;0.7;0;0;0;35;4;42.9;34.6;7;0;0.0;2;21.7
Eduard Sobol;2024-05-20;Mon;Pro League A;Champions play-offs;Home;W 1–0;Genk;Antwerp;N;WB;6;0;0;0;0;0;0;0;0;11;1;0;0;0.0;0.0;0.0;0;0;8;0;88.9;2;9;0;0;Match Report;;;;;;;;;;;;;;;;;;
Tomáš Suslov;2024-05-20;Mon;Serie A;Matchweek 37;Away;W 2–1;Hellas Verona;Salernitana;Y;RW,CM;80;1;0;0;0;3;2;0;0;36;3;0;1;0.3;0.3;0.4;7;1;18;4;81.8;3;18;4;3;Match Report;;;;;;;;;;;;;;;;;;
Karol Świderski;2024-05-20;Mon;Serie A;Matchweek 37;Away;W 2–1;Hellas Verona;Salernitana;N;FW;10;0;0;0;0;0;0;0;0;6;0;0;0;0.0;0.0;0.0;0;0;3;1;60.0;0;5;0;0;Match Report;;;;;;;;;;;;;;;;;;
Wojciech Szczęsny;2024-05-20;Mon;Serie A;Matchweek 37;Away;D 3–3;Juventus;Bologna;Y;GK;90;;;;0;;;;;;;;;;;;;;2;2;66.7;;;;;Match Report;5;3;2;40.0;0;1.5;0;0;0;18;5;50.0;36.5;9;0;0.0;0;
Loum Tchaouna;2024-05-20;Mon;Serie A;Matchweek 37;Home;L 1–2;Salernitana;Hellas Verona;Y;RW,AM;90;0;0;0;0;0;0;1;0;34;1;0;0;0.0;0.0;0.0;1;0;15;3;62.5;1;22;1;1;Match Report;;;;;;;;;;;;;;;;;;
Jackson Tchatchoua;2024-05-20;Mon;Serie A;Matchweek 37;Away;W 2–1;Hellas Verona;Salernitana;Y;RB;90;0;0;0;0;0;0;0;0;49;1;1;1;0.0;0.0;0.0;2;0;28;1;65.1;1;24;3;1;Match Report;;;;;;;;;;;;;;;;;;
Chaka Traorè;2024-05-20;Mon;Serie B;Promotion play-offs — Semi-finals;Home;L 0–1;Palermo;Venezia;N;FW;22;0;0;0;0;0;0;0;0;14;0;0;0;0.0;0.0;0.0;0;0;7;2;77.8;1;8;0;1;Match Report;;;;;;;;;;;;;;;;;;
Kacper Urbanski;2024-05-20;Mon;Serie A;Matchweek 37;Home;D 3–3;Bologna;Juventus;Y;CM;69;0;1;0;0;2;0;0;0;51;1;1;2;0.2;0.2;0.2;2;1;28;3;75.7;4;31;0;2;Match Report;;;;;;;;;;;;;;;;;;
Emanuel Vignato;2024-05-20;Mon;Serie A;Matchweek 37;Home;L 1–2;Salernitana;Hellas Verona;N;LW;8;0;0;0;0;0;0;0;0;11;0;0;0;0.0;0.0;0.0;1;0;9;0;90.0;2;7;1;0;Match Report;;;;;;;;;;;;;;;;;;
Rúben Vinagre;2024-05-20;Mon;Serie A;Matchweek 37;Away;W 2–1;Hellas Verona;Salernitana;N;LB;1;0;0;0;0;0;0;0;0;2;0;0;0;0.0;0.0;0.0;0;0;0;0;0.0;0;0;0;0;Match Report;;;;;;;;;;;;;;;;;;
Dušan Vlahović;2024-05-20;Mon;Serie A;Matchweek 37;Away;D 3–3;Juventus;Bologna;Y;FW;63;0;0;0;0;0;0;0;0;18;0;0;0;0.0;0.0;0.0;0;0;10;2;83.3;0;9;0;0;Match Report;;;;;;;;;;;;;;;;;;
Timothy Weah;2024-05-20;Mon;Serie A;Matchweek 37;Away;D 3–3;Juventus;Bologna;N;RB,WB;45;0;0;0;0;0;0;0;0;29;0;0;1;0.0;0.0;0.0;1;0;19;1;73.1;2;18;3;1;Match Report;;;;;;;;;;;;;;;;;;
Shon Weissman;2024-05-20;Mon;Serie A;Matchweek 37;Home;L 1–2;Salernitana;Hellas Verona;Y;FW;75;0;0;0;0;0;0;0;0;14;0;0;0;0.0;0.0;0.0;0;0;5;0;55.6;1;4;0;0;Match Report;;;;;;;;;;;;;;;;;;
Kenan Yıldız;2024-05-20;Mon;Serie A;Matchweek 37;Away;D 3–3;Juventus;Bologna;N;LW;34;1;0;0;0;1;1;0;0;17;0;1;0;0.0;0.0;0.1;3;2;10;1;76.9;3;18;2;1;Match Report;;;;;;;;;;;;;;;;;;
Alessandro Zanoli;2024-05-20;Mon;Serie A;Matchweek 37;Home;L 1–2;Salernitana;Hellas Verona;Y;RB,WB;90;0;0;0;0;1;0;0;0;54;0;0;0;0.0;0.0;0.0;1;0;32;1;71.1;1;22;1;0;Match Report;;;;;;;;;;;;;;;;;;
Marley Aké;2024-05-21;Tue;Super Lg;Relegation group;Away;D 0–0;Yverdon-Sport;Basel;Y;LM;90;0;0;0;0;2;0;1;0;;;0;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Adrian Grbić;2024-05-21;Tue;Super Lg;Relegation group;Home;L 1–2;Luzern;Stade Lausanne;Y;FW;78;0;0;0;0;1;1;0;0;;;1;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Nicolas Haas;2024-05-21;Tue;Super Lg;Relegation group;Home;L 1–2;Luzern;Stade Lausanne;N;;21;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Frans Krätzig;2024-05-21;Tue;Bundesliga;Semi-final;Away;W 2–1;Austria Wien;Wolfsberger AC;Y;DM;56;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Wilson Manafá;2024-05-21;Tue;Super League;Matchweek 13;Away;W 2–1;Shanghai Shen;Henan;Y;RB;83;0;0;0;0;0;0;0;0;;;3;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Scott McKenna;2024-05-21;Tue;Danish Superliga;Championship round;Away;L 2–3;FC Copenhagen;AGF;Y;CB;90;0;0;0;0;0;0;0;0;;;1;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Birger Meling;2024-05-21;Tue;Danish Superliga;Championship round;Away;L 2–3;FC Copenhagen;AGF;Y;DM;45;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Mathias Olesen;2024-05-21;Tue;Super Lg;Relegation group;Away;D 0–0;Yverdon-Sport;Basel;Y;CM;90;0;0;0;0;1;0;0;0;;;1;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Simone Pafundi;2024-05-21;Tue;Super Lg;Relegation group;Home;D 0–0;Lausanne-Sport;Grasshopper;Y;CM;90;0;0;0;0;4;1;0;0;;;1;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Amine Adli;2024-05-22;Wed;Europa Lg;Final;Neutral;L 0–3;de Leverkusen;it Atalanta;Y;AM,FW;90;0;0;0;0;0;0;0;0;62;2;1;1;0.0;0.0;0.2;2;0;33;3;71.7;0;43;0;0;Match Report;;;;;;;;;;;;;;;;;;
Robert Andrich;2024-05-22;Wed;Europa Lg;Final;Neutral;L 0–3;de Leverkusen;it Atalanta;N;CM;23;0;0;0;0;0;0;1;0;23;0;0;0;0.0;0.0;0.0;0;0;19;0;86.4;0;23;0;0;Match Report;;;;;;;;;;;;;;;;;;
El Bilal Touré;2024-05-22;Wed;Europa Lg;Final;Neutral;W 3–0;it Atalanta;de Leverkusen;N;FW;7;0;0;0;0;0;0;0;0;5;0;0;0;0.0;0.0;0.0;0;0;1;1;50.0;0;4;0;0;Match Report;;;;;;;;;;;;;;;;;;
Victor Boniface;2024-05-22;Wed;Europa Lg;Final;Neutral;L 0–3;de Leverkusen;it Atalanta;N;FW;45;0;0;0;0;2;0;0;0;20;0;0;0;0.3;0.3;0.0;1;0;11;1;73.3;1;11;2;0;Match Report;;;;;;;;;;;;;;;;;;
Charles De Ketelaere;2024-05-22;Wed;Europa Lg;Final;Neutral;W 3–0;it Atalanta;de Leverkusen;Y;AM;56;0;0;0;0;1;1;0;0;24;3;0;2;0.1;0.1;0.0;0;0;11;1;73.3;1;13;5;1;Match Report;;;;;;;;;;;;;;;;;;
Berat Djimsiti;2024-05-22;Wed;Europa Lg;Final;Neutral;W 3–0;it Atalanta;de Leverkusen;Y*;CB;90;0;0;0;0;0;0;1;0;38;0;0;2;0.0;0.0;0.0;0;0;21;0;72.4;3;20;1;0;Match Report;;;;;;;;;;;;;;;;;;
Jeremie Frimpong;2024-05-22;Wed;Europa Lg;Final;Neutral;L 0–3;de Leverkusen;it Atalanta;Y;AM,WB;80;0;0;0;0;1;0;0;0;32;1;0;1;0.2;0.2;0.0;2;0;16;5;76.2;0;21;2;0;Match Report;;;;;;;;;;;;;;;;;;
Álex Grimaldo;2024-05-22;Wed;Europa Lg;Final;Neutral;L 0–3;de Leverkusen;it Atalanta;Y;WB;68;0;0;0;0;1;1;0;0;66;2;1;0;0.2;0.2;0.0;1;0;49;2;81.7;3;50;2;2;Match Report;;;;;;;;;;;;;;;;;;
Hans Hateboer;2024-05-22;Wed;Europa Lg;Final;Neutral;W 3–0;it Atalanta;de Leverkusen;N;WB;7;0;0;0;0;0;0;0;0;7;0;1;1;0.0;0.0;0.0;0;0;1;0;25.0;0;0;0;0;Match Report;;;;;;;;;;;;;;;;;;
Isak Hien;2024-05-22;Wed;Europa Lg;Final;Neutral;W 3–0;it Atalanta;de Leverkusen;Y;CB;90;0;0;0;0;0;0;0;0;35;2;1;1;0.0;0.0;0.0;0;0;18;1;69.2;3;19;1;1;Match Report;;;;;;;;;;;;;;;;;;
Piero Hincapié;2024-05-22;Wed;Europa Lg;Final;Neutral;L 0–3;de Leverkusen;it Atalanta;Y;CB;90;0;0;0;0;0;0;0;0;108;5;2;1;0.0;0.0;0.0;0;0;79;1;87.8;1;73;4;1;Match Report;;;;;;;;;;;;;;;;;;
Adam Hložek;2024-05-22;Wed;Europa Lg;Final;Neutral;L 0–3;de Leverkusen;it Atalanta;N;WB;22;0;0;0;0;1;0;0;0;11;0;0;0;0.0;0.0;0.1;1;0;8;3;100.0;2;8;1;2;Match Report;;;;;;;;;;;;;;;;;;
Sead Kolašinac;2024-05-22;Wed;Europa Lg;Final;Neutral;W 3–0;it Atalanta;de Leverkusen;Y;CB;45;0;0;0;0;0;0;0;0;38;6;1;0;0.0;0.0;0.0;0;0;21;1;72.4;4;19;0;0;Match Report;;;;;;;;;;;;;;;;;;
Teun Koopmeiners;2024-05-22;Wed;Europa Lg;Final;Neutral;W 3–0;it Atalanta;de Leverkusen;Y;CM;90;0;0;0;0;0;0;1;0;49;1;1;3;0.0;0.0;0.0;1;1;24;1;66.7;4;26;0;1;Match Report;;;;;;;;;;;;;;;;;;
Matej Kovar;2024-05-22;Wed;Europa Lg;Final;Neutral;L 0–3;de Leverkusen;it Atalanta;Y;GK;90;;;;0;;;;;;;;;;;;;;3;4;42.9;;;;;Match Report;7;3;4;57.1;0;1.8;0;0;0;29;6;0.0;16.5;7;0;0.0;3;20.3
Ademola Lookman;2024-05-22;Wed;Europa Lg;Final;Neutral;W 3–0;it Atalanta;de Leverkusen;Y;AM;90;3;0;0;0;3;3;0;0;52;1;1;2;0.2;0.2;0.1;5;1;29;8;78.4;4;43;10;4;Match Report;;;;;;;;;;;;;;;;;;
Juan Musso;2024-05-22;Wed;Europa Lg;Final;Neutral;W 3–0;it Atalanta;de Leverkusen;Y;GK;90;;;;0;;;;;;;;;;;;;;8;8;33.3;;;;;Match Report;3;0;3;100.0;1;0.2;0;0;0;25;3;100.0;67.5;10;2;20.0;0;6.5
Exequiel Palacios;2024-05-22;Wed;Europa Lg;Final;Neutral;L 0–3;de Leverkusen;it Atalanta;Y;CM;67;0;0;0;0;0;0;0;0;81;3;1;1;0.0;0.0;0.2;1;0;62;0;92.5;9;62;0;0;Match Report;;;;;;;;;;;;;;;;;;
Mario Pašalić;2024-05-22;Wed;Europa Lg;Final;Neutral;W 3–0;it Atalanta;de Leverkusen;N;AM;34;0;0;0;0;0;0;0;0;16;2;0;1;0.0;0.0;0.0;1;1;7;0;58.3;1;10;1;0;Match Report;;;;;;;;;;;;;;;;;;
Matteo Ruggeri;2024-05-22;Wed;Europa Lg;Final;Neutral;W 3–0;it Atalanta;de Leverkusen;Y;WB;89;0;0;0;0;0;0;0;0;49;2;1;0;0.0;0.0;0.2;2;0;31;0;77.5;2;30;0;0;Match Report;;;;;;;;;;;;;;;;;;
